Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Dell,Gaming,16,4.42,10032.5241,0,1,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,8,2.0,2863.8,0,1,236376.92,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,8,2.0,4325.67,0,1,945369.25,Intel Core i7,1000,256,Nvidia,Windows
Mediacom,Notebook,4,1.2,1228.77,0,1,277254.12,Other Intel cpu,0,32,Intel,Windows
Asus,Gaming,8,2.3,5491.17,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,8,1.93,4558.7699999999995,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.2,2655.3753,0,0,236376.92,Intel Core i5,0,256,AMD,Windows
HP,Notebook,4,1.86,1328.6367,0,0,236376.92,Other Intel cpu,0,256,Intel,Windows
HP,Gaming,12,2.62,5990.67,0,0,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,8,1.87,2860.47,0,1,263391.44,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.2,4658.67,1,0,770060.1,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,4,1.6,2450.4471,0,0,263391.44,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,8,1.34,3812.85,0,1,770060.1,Intel Core i7,0,256,Intel,Windows
Acer,Gaming,8,2.4,2657.34,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Linux/Others/No OS
Asus,Notebook,4,2.0,1162.17,0,0,119661.8,AMD cpu,500,0,AMD,Windows
HP,Notebook,4,2.1,2349.315,0,0,236376.92,Intel Core i3,0,128,Intel,Windows
Lenovo,Notebook,4,1.87,2614.05,0,0,263391.44,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.15,1539.6255,0,0,236376.92,Intel Core i5,1000,0,Intel,Linux/Others/No OS
HP,Notebook,4,1.86,1322.01,0,0,236376.92,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,8,1.99,5757.57,0,1,236376.92,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,4,2.2,1661.67,0,0,236376.92,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,1.9,3719.5767,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.42,8987.67,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.65,1812.0195,0,0,148028.9,Intel Core i3,1000,0,Intel,Windows
HP,Notebook,8,2.63,4262.4,0,0,213149.14,Intel Core i7,1000,0,Nvidia,Windows
Asus,Notebook,4,2.0,745.92,0,0,119661.8,Other Intel cpu,500,0,Intel,Linux/Others/No OS
Mediacom,Notebook,4,1.35,849.15,0,1,277254.12,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,6,2.8,3160.17,0,0,148028.9,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,6,1.91,1894.437,0,1,236376.92,AMD cpu,0,128,AMD,Windows
Dell,Notebook,4,2.18,2057.607,0,0,119661.8,Intel Core i3,1000,0,AMD,Windows
Acer,2 in 1 Convertible,4,1.25,1162.17,1,1,317886.22,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,4,2.05,2097.9,0,0,236376.92,Intel Core i3,0,128,Intel,Windows
HP,Ultrabook,16,1.16,6543.45,1,1,770060.1,Other Intel cpu,0,512,Intel,Windows
Lenovo,Notebook,8,3.4,9986.67,0,1,213149.14,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.5,2793.87,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.21,5324.67,1,1,1108854.1,Intel Core i5,0,128,Intel,Windows
Dell,Notebook,4,1.93,3193.47,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Fujitsu,Notebook,8,2.2,2460.87,0,0,119661.8,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,1145.52,0,0,236376.92,Other Intel cpu,500,0,Intel,Windows
Lenovo,Notebook,4,2.02,3296.7,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
HP,Workstation,8,3.14,6197.0967,0,0,148028.9,Intel Core i5,500,0,Nvidia,Windows
HP,Notebook,8,1.94,1295.37,0,0,133337.42,Other Intel cpu,2000,0,Intel,Windows
HP,Notebook,6,1.95,2161.17,0,1,236376.92,AMD cpu,0,256,AMD,Windows
Lenovo,Notebook,8,2.3,2763.9,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.05,2281.05,0,0,236376.92,Intel Core i5,500,0,Intel,Windows
Mediacom,Notebook,4,1.4,829.17,0,0,263391.44,Other Intel cpu,0,32,Intel,Windows
Toshiba,Ultrabook,16,1.24,6210.45,1,0,263391.44,Intel Core i7,0,512,Intel,Windows
Lenovo,Gaming,32,4.6,8867.789999999999,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,16,4.14,9087.57,0,0,213149.14,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,2.2,2494.2033,0,0,236376.92,Intel Core i7,0,256,AMD,Linux/Others/No OS
Mediacom,Notebook,4,1.45,1295.37,0,1,263391.44,Other Intel cpu,0,32,Intel,Windows
Dell,Notebook,8,1.9,3358.3715999999995,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.49,2394.27,0,0,277254.12,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,16,1.93,5119.508699999999,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Dell,Netbook,4,1.26,982.35,0,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
MSI,Gaming,16,4.5,7822.17,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
HP,Gaming,16,3.78,4988.34,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,5571.09,0,1,263391.44,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,12,2.2,2027.97,1,0,119661.8,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,8,2.73,5894.1,0,1,213149.14,Intel Core i5,1000,128,Nvidia,Windows
Asus,2 in 1 Convertible,8,2.2,2460.87,1,0,119661.8,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,12,2.2,3160.17,0,0,236376.92,AMD cpu,0,512,AMD,Windows
Dell,2 in 1 Convertible,4,1.39,2007.99,1,0,160924.48,Other Intel cpu,0,128,Intel,Windows
Samsung,Notebook,16,2.5,5657.67,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,2.8,1761.57,0,0,213149.14,Intel Core i3,500,0,Intel,Linux/Others/No OS
Lenovo,Notebook,8,2.29,1528.47,0,0,119661.8,Intel Core i3,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,6743.25,1,1,277254.12,Intel Core i7,0,512,Intel,Windows
Lenovo,Notebook,8,1.7,4908.42,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.34,5561.099999999999,1,0,294998.4,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.06,5870.79,1,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,1.84,4059.27,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.1,2226.0384,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,1095.57,0,0,263391.44,Other Intel cpu,0,0,Intel,Windows
MSI,Gaming,16,4.14,7322.67,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,1548.45,0,0,119661.8,Intel Core i3,1000,0,AMD,Linux/Others/No OS
MSI,Gaming,16,1.8,7655.67,0,0,945369.25,Intel Core i7,2000,256,Nvidia,Windows
Toshiba,Notebook,8,2.2,4658.67,0,1,236376.92,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,6,2.4,1878.12,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.0,4325.67,1,1,236376.92,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,1.6,1162.17,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,32,2.5,16313.67,0,1,945369.25,Other Intel cpu,0,1000,Nvidia,Windows
Dell,Gaming,16,2.59,2927.1033,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,1478.187,0,0,119661.8,Intel Core i3,1000,0,Intel,Linux/Others/No OS
Dell,Notebook,4,2.25,1195.47,0,0,119661.8,Intel Core i3,1000,0,Intel,Linux/Others/No OS
Dell,Notebook,4,1.93,2893.77,0,0,119661.8,Intel Core i5,500,0,Intel,Linux/Others/No OS
Asus,Gaming,8,3.0,3889.44,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,1894.77,0,0,236376.92,Intel Core i5,0,128,AMD,Linux/Others/No OS
HP,Ultrabook,8,1.84,4625.37,0,0,236376.92,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,2.94,7551.9738,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Acer,2 in 1 Convertible,4,1.25,1262.07,1,1,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
HP,Notebook,8,2.31,3742.92,0,0,133337.42,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.65,4878.45,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.2,2584.08,0,0,236376.92,Intel Core i5,1000,0,AMD,Windows
Fujitsu,Notebook,8,2.2,2660.67,0,0,119661.8,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.88,3103.56,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,2.2,2993.67,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Mediacom,Notebook,2,1.4,795.87,0,0,263391.44,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,4,2.2,1558.44,0,0,236376.92,Intel Core i5,0,128,Intel,Linux/Others/No OS
Asus,2 in 1 Convertible,6,1.5,2127.9033,1,0,277254.12,Intel Core i5,1000,0,Intel,Windows
Dell,Notebook,8,2.0,6060.6,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Asus,Ultrabook,16,1.1,6327.0,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,2.62,4925.07,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,4,1.8,2760.57,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1928.07,0,0,236376.92,Intel Core i3,1000,0,Nvidia,Windows
Asus,Notebook,8,2.0,1328.67,0,0,119661.8,Other Intel cpu,1000,0,Intel,Windows
Asus,Notebook,8,1.99,3019.0446,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Windows
Dell,Ultrabook,8,1.23,6223.77,1,0,770060.1,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,2,1.42,829.17,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,5852.2086,1,1,277254.12,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,16,2.06,7988.67,1,0,945369.25,Intel Core i7,0,1000,Nvidia,Windows
Lenovo,Gaming,8,2.5,3692.97,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,2.6,1734.597,0,0,150641.17,AMD cpu,1000,0,AMD,Windows
Lenovo,Ultrabook,16,1.14,8158.5,0,1,263391.44,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,8,2.5,3892.77,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
Acer,Notebook,4,2.4,1498.5,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.43,912.42,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Acer,Ultrabook,8,1.8,3060.27,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Razer,Gaming,16,1.95,8654.67,0,0,263391.44,Intel Core i7,0,256,Nvidia,Windows
Toshiba,Notebook,8,1.2,4039.29,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,5274.72,0,1,294998.4,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,32,3.8,9320.67,0,1,213149.14,Intel Core i7,0,512,Nvidia,Windows
Acer,Gaming,8,2.4,2360.97,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Linux/Others/No OS
Dell,Ultrabook,8,1.2,4828.167,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,8,2.2,3968.6939999999995,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,4,1.86,1215.117,0,0,119661.8,Intel Core i3,500,0,Intel,Linux/Others/No OS
Toshiba,Notebook,8,2.0,3543.12,0,1,236376.92,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,8,2.2,3060.27,0,0,236376.92,Intel Core i7,0,256,AMD,Windows
Dell,Notebook,16,2.2,3779.55,0,0,236376.92,Intel Core i7,2000,256,AMD,Windows
Lenovo,Gaming,8,3.31,3982.68,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Gaming,32,4.42,10480.7421,0,1,852471.7,Intel Core i7,1000,512,Nvidia,Windows
Dell,Notebook,8,1.56,4092.57,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1395.27,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,1781.55,0,0,236376.92,Intel Core i5,500,0,Intel,Windows
HP,Notebook,6,2.04,1794.87,0,0,236376.92,Intel Core i3,1000,0,AMD,Windows
MSI,Gaming,8,2.7,4950.9441,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Toshiba,Notebook,4,2.1,1658.34,0,0,119661.8,Intel Core i3,0,128,Intel,Windows
Dell,Notebook,8,2.06,3180.15,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,2.1,2480.85,0,0,236376.92,Intel Core i7,1000,0,AMD,Windows
Toshiba,Notebook,8,2.0,4189.139999999999,0,1,236376.92,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,4,2.1,1371.96,0,0,119661.8,Intel Core i3,0,128,Intel,Linux/Others/No OS
Microsoft,Ultrabook,8,1.252,6219.9405,1,0,377114.06,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,8,1.9,2723.7735,0,0,236376.92,Intel Core i5,1000,128,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.3,3443.22,1,1,277254.12,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.2,1162.17,0,0,119661.8,AMD cpu,0,128,AMD,Windows
HP,2 in 1 Convertible,4,1.63,2327.67,1,1,263391.44,Intel Core i3,0,128,Nvidia,Windows
MSI,Gaming,16,2.4,4309.0199999999995,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Asus,Ultrabook,8,1.1,3779.55,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,8,1.4,1648.35,1,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
LG,Ultrabook,8,1.09,7655.67,0,1,236376.92,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,16,2.5,4325.67,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
MSI,Gaming,8,2.2,3323.007,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Asus,Notebook,4,1.86,1395.27,0,0,119661.8,Other Intel cpu,0,128,Intel,Windows
Dell,Gaming,16,3.21,6829.83,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.5,2327.67,0,1,213149.14,Intel Core i3,0,256,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.19,4991.67,1,1,277254.12,Intel Core i7,0,512,Intel,Windows
Dell,Gaming,16,3.49,9369.7875,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,4,1.86,2039.9913,0,0,119661.8,Intel Core i5,500,0,AMD,Windows
Dell,Notebook,4,2.2,1817.0810999999997,0,0,119661.8,Intel Core i3,1000,0,AMD,Windows
HP,Notebook,6,2.65,1894.77,0,1,213149.14,AMD cpu,2000,0,AMD,Windows
Lenovo,Notebook,4,2.1,1058.94,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Acer,Notebook,4,1.45,1248.75,0,0,133337.42,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Notebook,4,1.7,2327.67,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Workstation,8,3.14,6353.6067,0,0,213149.14,Intel Core i7,500,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.42,8624.699999999999,1,0,468217.16,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.5,3240.09,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
Acer,Netbook,4,1.4,895.77,0,0,160924.48,Other Intel cpu,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,16,1.38,5824.17,1,0,263391.44,Intel Core i7,0,512,Intel,Windows
Asus,2 in 1 Convertible,4,1.2,2227.77,1,0,294998.4,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Toshiba,Ultrabook,16,1.36,6250.41,1,0,277254.12,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.1,2294.37,0,1,236376.92,Intel Core i7,500,0,AMD,Windows
Dell,Gaming,8,2.56,2727.27,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.2,1328.67,0,0,236376.92,AMD cpu,0,256,AMD,Windows
Lenovo,Notebook,8,2.2,1428.57,0,0,119661.8,AMD cpu,1000,0,AMD,Windows
Lenovo,Notebook,4,2.1,2069.4285,0,0,236376.92,Intel Core i5,2000,0,Intel,Windows
Lenovo,Notebook,4,1.9,1498.5,0,0,119661.8,Intel Core i3,500,0,Intel,Linux/Others/No OS
Dell,Notebook,8,2.18,2647.35,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Acer,2 in 1 Convertible,8,1.6,3326.67,1,1,277254.12,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.18,6177.15,0,0,236376.92,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,1.8,3966.03,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Notebook,6,2.71,2181.1832999999997,0,1,213149.14,AMD cpu,2000,0,AMD,Windows
Lenovo,Gaming,8,2.5,4159.17,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,1.64,3626.37,0,0,263391.44,Intel Core i5,0,256,Nvidia,Linux/Others/No OS
Dell,Notebook,8,1.98,2417.58,0,0,236376.92,Intel Core i5,1000,0,Intel,Linux/Others/No OS
Asus,Notebook,4,1.5,992.34,0,0,263391.44,Other Intel cpu,0,0,Intel,Windows
Dell,Notebook,16,1.93,4750.777800000001,0,0,236376.92,Intel Core i5,0,512,Intel,Windows
Lenovo,Notebook,8,1.87,2854.0431,0,1,263391.44,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,3926.07,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,2.19,992.34,0,0,119661.8,AMD cpu,500,0,AMD,Windows
Mediacom,Notebook,4,1.4,882.45,0,1,263400.0,Other Intel cpu,32,0,Intel,Windows
HP,Notebook,8,2.63,3996.0,0,0,213149.14,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.17,5616.5112,0,1,468217.16,Intel Core i7,0,512,Intel,Windows
HP,2 in 1 Convertible,8,1.58,2785.878,1,1,140355.19,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,4991.67,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,32,4.36,12185.802,0,0,852471.7,Intel Core i7,1000,1000,Nvidia,Windows
MSI,Gaming,8,2.7,4490.4384,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.9,1631.367,0,0,119661.8,Intel Core i5,1000,0,Intel,Linux/Others/No OS
Dell,Notebook,8,2.2,2394.27,0,0,236376.92,Intel Core i5,1000,128,AMD,Windows
Dell,2 in 1 Convertible,4,1.71,2161.17,1,0,277254.12,Intel Core i3,1000,0,Intel,Windows
Dell,Notebook,8,2.32,1963.1016,0,0,119661.8,Intel Core i5,1000,0,AMD,Linux/Others/No OS
HP,Notebook,4,2.1,1628.37,0,0,236376.92,AMD cpu,1000,0,AMD,Windows
Acer,Gaming,16,4.2,6443.55,0,1,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,12,2.25,2161.17,0,0,119661.8,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,6,2.1,2164.5,0,0,236376.92,AMD cpu,1000,128,AMD,Windows
Acer,Notebook,4,2.4,1861.47,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,8,1.44,3196.8,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,4,1.85,2594.07,0,0,236376.92,Intel Core i7,1000,0,Intel,Windows
HP,Workstation,16,2.6,8055.27,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.55,2194.47,1,0,277254.12,Intel Core i5,1000,0,Intel,Windows
MSI,Gaming,16,1.8,6974.6184,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.4,1367.964,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Dell,Notebook,8,2.0,4019.31,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.0,2214.45,0,0,119661.8,Intel Core i3,0,256,Intel,Windows
Toshiba,Notebook,8,1.25,5111.55,1,1,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.7,3326.67,1,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,Workstation,16,2.5,10985.67,0,1,945369.25,Intel Core i7,0,1000,Nvidia,Windows
Acer,Notebook,2,1.68,1098.8999999999999,0,0,133337.42,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Samsung,Ultrabook,16,0.81,5491.17,0,0,277254.12,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.86,1794.87,0,0,236376.92,Intel Core i3,0,256,Intel,Windows
Dell,Notebook,8,1.6,3751.9443,0,0,133337.42,Intel Core i5,0,256,Intel,Windows
HP,Workstation,16,3.0,14615.37,0,1,213149.14,Other Intel cpu,0,256,Nvidia,Windows
Lenovo,Netbook,4,1.4,1581.75,1,0,160924.48,Other Intel cpu,0,128,Intel,Windows
HP,Notebook,8,1.84,6327.0,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,2.45,1928.07,0,0,119661.8,Intel Core i5,1000,0,Nvidia,Linux/Others/No OS
Lenovo,Ultrabook,4,1.7,3649.68,0,0,263391.44,Intel Core i5,0,180,Intel,Windows
Asus,Notebook,4,2.37,2830.167,0,0,119661.8,Intel Core i7,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.3,3992.67,1,1,770060.1,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.2,3659.67,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Windows
HP,Workstation,8,2.59,5198.13,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Dell,Gaming,16,4.42,9553.7367,0,1,945369.25,Intel Core i7,1000,256,Nvidia,Windows
Acer,Notebook,4,2.1,1994.67,0,0,119661.8,Intel Core i5,0,256,Intel,Windows
Lenovo,Gaming,8,2.5,3489.84,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,16,1.18,6190.47,0,0,294998.4,Intel Core i7,0,256,Intel,Windows
Google,Ultrabook,8,1.1,5191.47,1,0,468422.75,Intel Core i5,0,256,Intel,Linux/Others/No OS
Asus,Ultrabook,8,1.2,3759.57,0,1,770060.1,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.65,2827.17,0,0,140355.19,Intel Core i3,500,0,Intel,Windows
Acer,Notebook,4,1.6,2181.15,0,0,140355.19,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.8,1566.2321999999997,0,0,107903.125,Other Intel cpu,1000,0,Nvidia,Windows
Dell,Gaming,16,2.72,3659.67,1,1,945369.25,Intel Core i7,1000,128,Nvidia,Windows
Samsung,Ultrabook,8,1.31,5324.67,1,0,277254.12,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.1,992.34,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Dell,Notebook,16,2.3,3933.6291,0,0,236376.92,Intel Core i7,0,256,AMD,Windows
Samsung,2 in 1 Convertible,16,1.71,5990.67,1,0,245832.0,Intel Core i7,0,256,AMD,Windows
Toshiba,Notebook,4,1.75,3396.6,0,1,133337.42,Intel Core i5,0,128,Intel,Windows
Dell,Gaming,8,2.62,3659.67,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
HP,Ultrabook,4,1.26,4142.5199999999995,0,0,149337.92,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,12,2.3,2793.87,1,0,236376.92,Intel Core i7,2000,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,7892.1,0,0,945369.25,Intel Core i7,0,512,Nvidia,Windows
Acer,Notebook,4,1.8,2117.88,0,1,263391.44,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,16,1.95,9653.67,0,0,263391.44,Intel Core i7,0,512,Nvidia,Windows
Asus,Notebook,8,2.0,1937.727,0,0,236376.92,Other Intel cpu,0,128,Intel,Windows
Dell,Gaming,32,4.42,11950.704,0,1,213149.14,Intel Core i7,1000,1000,Nvidia,Windows
Asus,Gaming,16,4.3,7825.5,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Ultrabook,16,1.47,5874.12,0,1,263391.44,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,8,2.2,1095.57,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Lenovo,Ultrabook,16,1.7,7655.67,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,16,1.6,6297.03,0,1,263391.44,Intel Core i7,1000,256,Nvidia,Windows
MSI,Gaming,8,2.2,3626.37,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Gaming,4,2.4,3326.67,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Acer,Gaming,16,4.2,7655.67,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,8,2.62,3280.05,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Asus,Gaming,8,2.24,4458.87,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Vero,Notebook,4,1.22,675.657,0,0,263391.44,Other Intel cpu,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,6560.1,1,1,277254.12,Intel Core i7,0,512,Intel,Windows
Lenovo,2 in 1 Convertible,8,2.08,3193.47,1,0,236376.92,Intel Core i5,0,256,AMD,Windows
Apple,Ultrabook,8,0.92,3879.45,0,1,442488.0,Other Intel cpu,0,0,Intel,Mac
